date,nav
,131.5821
,131.1635
,130.9864
,130.87
,131.1264
,130.2383
,130.6447
,130.5682
,130.8127
,130.5259
2023-12-05,130.1433
2023-11-05,130.2851
2023-10-05,129.4546
2023-09-05,128.8274
2023-08-05,128.9877
2023-05-05,127.7371
2023-04-05,128.1846
2023-03-05,127.493
2023-02-05,127.3545
,127.1712
,126.338
,125.8618
,125.3949
,125.372
,125.2284
,125.3792
,124.6246
,124.3244
,124.2728
,123.9911
2023-12-04,123.6808
2023-11-04,123.2215
2023-10-04,122.9416
2023-06-04,122.7811
2023-05-04,122.6212
2023-03-04,122.1271
,121.7144
,120.0371
,118.3058
,119.383
,120.2745
,121.7065
,121.4156
,120.9953
,120.3344
,121.446
,120.9417
,121.8605
,121.7529
,122.7771
2023-10-03,124.211
2023-09-03,124.5502
2023-08-03,124.7469
2023-06-03,124.8339
2023-03-03,123.9481
2023-02-03,123.3993
2023-01-03,123.665
,122.8701
,122.0552
,123.1777
,123.0513
,123.392
,124.5172
,124.9814
,125.1119
,124.9714
,124.4506
,124.0916
,124.4056
2023-10-02,125.1702
2023-09-02,124.7379
2023-08-02,125.1117
2023-07-02,124.4182
2023-06-02,123.9921
2023-03-02,124.2907
2023-02-02,124.0083
2023-01-02,123.4784
,124.3138
,122.3633
,122.6962
,123.7522
,124.1328
,124.425
,124.805
,125.5433
,125.7186
,125.8074
,125.9832
,126.0588
2023-12-01,126.1964
2023-11-01,125.908
2023-10-01,125.8004
2023-09-01,126.4462
2023-06-01,125.7185
2023-05-01,126.7327
2023-04-01,126.7266
2023-03-01,127.7046
2023-02-01,127.8404
,127.3348
,127.0211
,126.6449
,126.32
,125.3049
,122.5751
,125.9663
,128.1564
,130.2814
,129.9222
,129.8891
,130.9591
,131.9951
,131.0784
2022-12-12,130.6256
2022-09-12,130.5903
2022-08-12,131.3288
2022-07-12,130.6184
2022-06-12,130.9286
2022-05-12,131.0408
2022-02-12,130.6855
2022-01-12,130.2758
,129.5097
,128.544
,129.0166
,128.5562
,128.2567
,127.7493
,127.4269
,127.6535
,127.4022
,128.0744
,128.1135
,127.4028
,127.4932
2022-11-11,127.747
2022-10-11,127.722
2022-09-11,128.443
2022-07-11,128.9903
2022-04-11,128.615
2022-03-11,128.4345
2022-02-11,128.4568
2022-01-11,127.8603
,127.6411
,127.8495
,128.5742
,128.1443
,127.685
,128.7159
,128.6649
,128.0846
,127.4936
,127.3371
,127.0832
2022-12-10,127.8117
2022-11-10,127.5503
2022-10-10,128.2879
2022-07-10,129.3889
2022-06-10,128.8844
2022-04-10,128.2436
2022-03-10,127.1351
,126.7384
,125.2023
,124.4319
,124.6406
,123.8437
,126.9671
,128.606
,128.623
,128.8983
,127.8166
,128.0029
,130.8477
,131.5105
,130.9984
2022-12-09,131.2711
2022-09-09,130.1662
2022-08-09,129.8388
2022-07-09,128.9903
2022-06-09,127.812
2022-05-09,126.9883
2022-02-09,126.1091
2022-01-09,124.8265
,124.7127
,123.2418
,123.6562
,123.2572
,122.9131
,122.1378
,121.1594
,121.8963
,123.1031
,122.7003
,122.5798
2022-12-08,122.1465
2022-11-08,122.0436
2022-10-08,121.7895
2022-08-08,120.8529
2022-05-08,119.5001
2022-04-08,119.5351
2022-03-08,119.3671
2022-02-08,119.6709
2022-01-08,118.4285
,115.8262
,115.4212
,114.2238
,113.9363
,114.3251
,114.09
,113.4094
,112.9868
,112.8046
,111.9322
,111.1987
,110.5523
,110.6876
2022-12-07,110.5217
2022-11-07,111.3735
2022-08-07,110.3205
2022-07-07,110.0959
2022-06-07,109.4531
2022-05-07,108.9019
2022-04-07,108.086
2022-01-07,107.2511
,107.3447
,107.5298
,107.8457
,107.743
,106.563
,105.5826
,104.2718
,104.8701
,103.2049
,104.8911
,105.836
,107.9569
,107.7655
,108.1973
2022-10-06,110.3611
2022-09-06,110.773
2022-08-06,110.696
2022-07-06,110.8741
2022-06-06,111.468
2022-03-06,111.6854
2022-02-06,113.0447
2022-01-06,113.0469
,111.3985
,110.8854
,109.1239
,109.0641
,108.4736
,110.3592
,110.7194
,110.5206
,109.1737
,110.4242
,110.5126
,108.381
,107.0481
2022-12-05,106.8265
2022-11-05,108.1924
2022-10-05,109.6278
2022-09-05,111.1072
2022-06-05,111.917
2022-05-05,113.3928
2022-04-05,113.5479
2022-02-05,115.6675
,116.4371
,117.2654
,116.3239
,116.5381
,115.7364
,116.9877
,117.0681
,116.0793
,116.0671
,117.0086
,117.5522
2022-12-04,117.6272
2022-11-04,118.7434
2022-08-04,118.159
2022-07-04,117.3808
2022-06-04,117.9615
2022-05-04,117.6729
2022-04-04,116.1819
2022-01-04,114.8655
,113.3881
,113.3938
,112.833
,111.3773
,111.8414
,112.129
,112.0594
,111.8136
,111.8034
,112.1278
,111.4996
,110.7915
,111.3776
2022-11-03,110.3959
2022-10-03,109.8399
2022-09-03,108.7536
2022-08-03,107.1074
2022-07-03,106.6562
2022-04-03,108.4432
2022-03-03,109.9523
2022-02-03,109.7898
,109.8735
,109.1447
,105.5919
,109.8892
,109.2415
,110.5555
,112.6163
,113.0094
,113.4702
,112.2859
,111.1649
2022-11-02,114.5805
2022-10-02,116.361
2022-09-02,116.6628
2022-08-02,116.9897
2022-07-02,118.1213
2022-04-02,118.1779
2022-03-02,117.9384
2022-02-02,118.2925
2022-01-02,116.8615
,115.1383
,113.7542
,113.4644
,114.9265
,113.8388
,118.8871
,120.1311
,120.1682
,120.3738
,121.889
,121.5144
,120.6145
2022-12-01,120.503
2022-11-01,119.2122
2022-10-01,119.259
2022-07-01,118.0578
2022-06-01,118.078
2022-05-01,117.8449
2022-04-01,117.9937
2022-03-01,117.8295
,116.5135
,115.0392
,115.107
,114.187
,113.1013
,113.0034
,114.0603
,113.5008
,112.1347
,111.4291
,114.4182
,115.5621
,116.7334
,116.5661
,116.6731
2021-10-12,117.0295
2021-09-12,116.4189
2021-08-12,115.9955
2021-07-12,115.5693
2021-06-12,114.2375
2021-03-12,115.4989
2021-02-12,115.1803
2021-01-12,114.5225
,114.6061
,112.0406
,113.7581
,117.3365
,116.9382
,115.7625
,114.5634
,116.9958
,118.1513
,118.6213
,119.239
2021-12-11,119.2912
2021-11-11,118.4235
2021-10-11,117.9059
2021-09-11,117.9077
2021-08-11,117.3055
2021-03-11,115.5222
2021-02-11,115.5178
2021-01-11,114.2579
,113.6715
,113.475
,114.1178
,113.5163
,111.9962
,113.4348
,113.8861
,113.4912
,116.2545
,117.5222
,116.6919
,116.4436
2021-12-10,115.2274
2021-11-10,115.1336
2021-08-10,114.3972
2021-07-10,113.9512
2021-06-10,112.5383
2021-05-10,112.8715
2021-04-10,112.8335
2021-01-10,110.9385
,110.1672
,109.4882
,109.4454
,109.313
,109.5436
,110.2011
,109.0144
,107.9811
,107.5332
,109.0842
,110.188
,110.3295
,109.5639
,108.3557
2021-09-09,108.1289
2021-08-09,107.1416
2021-07-09,106.9263
2021-06-09,107.1149
2021-03-09,106.5171
2021-02-09,106.4916
2021-01-09,105.6616
,105.6214
,104.648
,102.8137
,102.162
,101.532
,101.0715
,100.065
,101.3154
,102.7792
,102.9948
,102.6818
,103.1156
2021-12-08,102.8351
2021-11-08,101.5778
2021-10-08,102.739
2021-09-08,104.2697
2021-06-08,104.8069
2021-05-08,104.998
2021-04-08,105.4579
2021-03-08,106.3929
2021-02-08,106.1017
,105.3714
,104.8903
,103.617
,103.8914
,104.4083
,104.3972
,104.1531
,103.3603
,104.8046
,104.9914
,105.0695
,105.2564
,104.6746
2021-12-07,104.1041
2021-09-07,103.1664
2021-08-07,103.0963
2021-07-07,103.5981
2021-06-07,102.8988
2021-05-07,102.4792
2021-02-07,101.8067
2021-01-07,101.142
,100.9756
,100.5042
,100.7862
,100.1155
,99.7729
,99.71
,99.366
,98.8195
,98.4344
,98.6026
,99.1338
,99.6014
,99.2339
2021-11-06,99.8345
2021-10-06,99.9654
2021-09-06,99.0036
2021-08-06,100.1122
2021-07-06,99.9491
2021-04-06,98.8539
2021-03-06,98.125
2021-02-06,98.0796
2021-01-06,97.2044
,97.38
,97.2483
,97.9063
,97.3437
,96.8992
,96.0305
,95.3914
,95.0316
,94.7558
,93.9225
,92.9585
,92.2765
2021-12-05,92.9124
2021-11-05,93.5737
2021-10-05,92.846
2021-07-05,92.2135
2021-06-05,92.1186
2021-05-05,92.0577
2021-04-05,91.3626
2021-03-05,91.3828
,90.4752
,90.6173
,90.332
,89.5712
,88.5558
,87.9149
,87.767
,87.1948
,86.7783
,87.3888
,87.1259
,86.9516
2021-12-04,86.272
2021-09-04,90.0091
2021-08-04,89.9964
2021-07-04,88.9063
2021-06-04,88.3419
2021-05-04,87.5976
2021-01-04,88.4903
,87.4737
,86.6977
,85.5087
,84.6698
,86.1717
,87.5212
,86.4156
,85.7498
,86.0465
,87.2732
,88.5682
,88.5963
2021-12-03,88.9315
2021-10-03,88.6966
2021-09-03,88.3161
2021-08-03,88.5876
2021-05-03,88.2252
2021-04-03,88.9623
2021-03-03,88.4923
2021-02-03,87.7662
2021-01-03,86.8947
,85.7878
,86.3588
,84.7936
,84.0135
,83.6608
,84.9273
,85.5317
,84.8193
,84.5871
,85.0276
2021-12-02,84.5864
2021-11-02,84.1694
2021-10-02,83.3864
2021-09-02,83.1303
2021-08-02,83.4924
2021-05-02,82.6153
2021-04-02,82.4453
2021-03-02,81.6538
2021-02-02,80.6225
2021-01-02,79.4344
,77.8537
,77.7009
,78.2494
,78.9867
,79.6084
,80.5094
,80.6259
,80.6173
,79.4401
,80.5302
,81.0944
,81.6065
2021-12-01,81.9853
2021-11-01,82.0949
2021-08-01,82.4047
2021-07-01,81.8689
2021-06-01,80.8795
2021-05-01,80.6897
2021-04-01,79.9178
2021-01-01,78.961
,78.1396
