date,nav
2026-09-02,6057.5032
2026-06-02,6054.9686
2026-05-02,6055.7449
2026-04-02,6053.3313
2026-03-02,6050.7733
2026-02-02,6047.2159
,6043.7838
,6041.3173
,6040.7842
,6041.4977
,6037.6453
,6037.506
,6034.6246
,6033.4329
,6033.5639
,6031.7639
,6031.499
,6030.9953
2026-12-01,6031.2329
2026-09-01,6028.4591
2026-08-01,6028.086
2026-07-01,6028.3846
2026-06-01,6028.7271
2026-05-01,6027.6905
2026-02-01,6025.268
2026-01-01,6024.7187
,6023.5454
,6020.3988
,6020.5172
,6017.7227
,6015.9944
,6013.8267
,6012.9635
,6009.9347
,6008.9502
,6007.8902
,6007.2035
,6006.304
2025-12-12,6004.0068
2025-11-12,6003.0596
2025-10-12,6002.278
2025-09-12,6002.302
2025-08-12,6002.0388
2025-05-12,5999.0953
2025-04-12,5996.9391
2025-03-12,5996.3511
2025-02-12,5995.7798
2025-01-12,5994.9936
,5992.5375
,5991.5695
,5990.4554
,5989.3488
,5988.0799
,5985.1789
,5984.2663
,5983.4016
,5982.3808
,5981.2066
,5978.3518
,5977.4171
2025-12-11,5976.3688
2025-11-11,5975.0374
2025-10-11,5973.9734
2025-07-11,5971.0247
2025-06-11,5969.9256
2025-04-11,5967.9587
2025-03-11,5966.9646
,5963.9425
,5962.9105
,5962.2436
,5961.2816
,5959.9594
,5957.0133
,5956.2661
,5953.5542
,5950.679
,5949.9941
,5949.6158
,5948.725
,5947.7955
2025-10-10,5944.8495
2025-09-10,5943.9808
2025-08-10,5943.1699
2025-07-10,5942.4446
2025-06-10,5941.7936
2025-03-10,5938.4748
2025-01-10,5935.6
,5933.5373
,5928.0474
,5927.3108
,5926.6741
,5925.9531
,5924.9723
,5922.1357
,5921.2244
,5919.7048
,5918.118
,5916.611
2025-12-09,5913.8365
2025-11-09,5913.2938
2025-10-09,5912.0041
2025-09-09,5911.3924
2025-05-09,5908.5683
2025-04-09,5907.6123
2025-03-09,5906.7644
2025-02-09,5905.9868
2025-01-09,5905.5718
,5902.9876
,5902.4099
,5900.7107
,5899.9888
,5897.2374
,5896.2147
,5895.2164
,5894.2742
,5892.9896
,5889.2636
,5888.1247
2025-12-08,5887.3908
2025-11-08,5887.2286
2025-08-08,5884.8484
2025-07-08,5884.0837
2025-06-08,5883.3045
2025-05-08,5883.4482
2025-04-08,5882.1589
2025-01-08,5878.7932
,5877.5109
,5876.5092
,5875.6626
,5875.1043
,5872.8052
,5872.0366
,5871.1828
,5869.8417
,5869.1171
,5866.4951
,5865.3853
,5864.3753
,5863.6201
,5862.5908
2025-11-07,5858.9296
2025-10-07,5858.4766
2025-09-07,5857.2164
2025-08-07,5856.9332
2025-07-07,5856.2977
2025-04-07,5853.3606
2025-03-07,5852.4845
2025-02-07,5851.0981
2025-01-07,5847.481
,5843.7929
,5840.5596
,5839.2453
,5838.0925
,5838.486
,5837.2267
,5833.9386
,5832.8313
,5831.6321
,5830.1383
,5829.3242
,5826.4969
2025-12-06,5826.0507
2025-11-06,5825.4478
2025-10-06,5827.1891
2025-09-06,5829.1614
2025-06-06,5825.1945
2025-05-06,5816.4301
2025-04-06,5814.4359
2025-03-06,5812.5765
2025-02-06,5810.056
,5806.6169
,5805.6326
,5803.8799
,5801.7666
,5800.4584
,5797.5783
,5795.8073
,5795.4048
,5793.6894
,5791.2421
,5787.4816
,5784.8317
,5783.7466
,5780.0491
2025-09-05,5773.3156
2025-08-05,5774.8342
2025-07-05,5776.0155
2025-06-05,5774.9972
2025-05-05,5773.1211
2025-02-05,5769.7362
,5767.1752
,5766.6546
,5765.5012
,5762.4356
,5762.4655
,5760.6599
,5759.3888
,5758.0083
,5751.9598
,5750.2512
,5749.0705
2025-11-04,5744.5695
2025-09-04,5740.7071
2025-08-04,5736.6882
2025-07-04,5735.1937
2025-04-04,5732.122
2025-03-04,5730.5444
2025-02-04,5726.3244
,5716.824
,5713.7697
,5705.1533
,5704.2365
,5701.1631
,5700.1857
,5693.8851
,5689.694
,5687.3531
,5685.3043
,5683.8145
,5679.1086
2025-12-03,5677.2615
2025-11-03,5676.1432
2025-10-03,5675.2614
2025-07-03,5671.5
2025-06-03,5670.7057
2025-05-03,5669.8421
2025-04-03,5669.5153
2025-03-03,5668.836
,5666.3039
,5665.5035
,5663.4085
,5662.8036
,5658.526
,5657.2867
,5655.0607
,5654.1189
,5651.0746
,5650.1659
2025-12-02,5648.4814
2025-11-02,5647.2714
2025-10-02,5646.022
2025-07-02,5644.185
2025-06-02,5644.1449
2025-05-02,5641.2929
2025-04-02,5639.5493
2025-03-02,5638.0374
,5634.8733
,5633.6602
,5632.2632
,5630.4184
,5629.0101
,5625.5281
,5624.5255
,5623.6568
,5622.9541
,5621.8468
,5618.584
,5617.329
,5615.6509
,5613.9876
,5613.1264
2025-10-01,5610.3063
2025-09-01,5608.9131
2025-08-01,5608.6713
2025-07-01,5608.3364
2025-06-01,5607.5187
2025-03-01,5604.3724
2025-02-01,5603.5453
2025-01-01,5602.0594
,5600.5771
,5597.3384
,5594.0951
,5592.9244
,5590.9435
,5590.4471
,5588.072
,5587.01
,5586.4179
,5585.572
,5584.4671
,5580.9232
2024-12-12,5580.6696
2024-11-12,5580.1419
2024-10-12,5579.1651
