date,nav
2021-12-11,56.6546
2021-11-11,56.0398
2021-10-11,56.4731
2021-09-11,56.5542
2021-08-11,56.3817
2021-03-11,55.5728
2021-02-11,55.7095
2021-01-11,55.6464
,54.5479
,55.0676
,56.1918
,56.315
,55.9012
,55.9366
,56.2027
,56.3476
,56.4937
,57.047
,56.8622
,56.2755
2021-12-10,55.7014
2021-11-10,55.6508
2021-08-10,55.3313
2021-07-10,55.1058
2021-06-10,54.5693
2021-05-10,55.2462
2021-04-10,54.7566
2021-01-10,53.9989
,54.23
,54.349
,54.1376
,54.5839
,54.4681
,54.5914
,53.8415
,53.5857
,53.1463
,53.7179
,54.0656
,53.7101
,53.0232
,52.8952
2021-09-09,52.9306
2021-08-09,52.6958
2021-07-09,52.6217
2021-06-09,52.6746
2021-03-09,52.6263
2021-02-09,52.4957
2021-01-09,52.0683
,52.0816
,51.4278
,50.6595
,50.3502
,50.3978
,50.2808
,49.833
,49.6961
,50.3397
,50.5074
,50.5176
,50.4598
2021-12-08,49.9821
2021-11-08,49.6093
2021-10-08,49.4644
2021-09-08,49.5266
2021-06-08,49.6375
2021-05-08,49.8586
2021-04-08,49.7887
2021-03-08,49.5836
2021-02-08,48.8843
,48.6392
,48.6844
,48.2816
,48.2348
,48.3377
,48.2621
,48.0885
,47.511
,48.1744
,48.5607
,48.5473
,48.3071
,48.1585
2021-12-07,47.7575
2021-09-07,47.7858
2021-08-07,47.8442
2021-07-07,48.2858
2021-06-07,47.9985
2021-05-07,48.087
2021-02-07,47.6878
2021-01-07,47.5235
,47.6383
,47.7099
,47.8369
,47.9971
,47.5491
,47.2607
,47.559
,47.4709
,47.1973
,47.3949
,47.7256
,47.9897
,47.8037
2021-11-06,47.7655
2021-10-06,47.6711
2021-09-06,47.2611
2021-08-06,47.4981
2021-07-06,47.5131
2021-04-06,47.254
2021-03-06,47.2687
2021-02-06,47.0119
2021-01-06,46.8615
,46.904
,46.3905
,46.2878
,46.1005
,45.9345
,45.8781
,45.6285
,44.7848
,45.0959
,45.1787
,44.7797
,44.0648
2021-12-05,44.3089
2021-11-05,44.6715
2021-10-05,44.6395
2021-07-05,44.2139
2021-06-05,43.8458
2021-05-05,43.5666
2021-04-05,43.1654
2021-03-05,43.5025
,43.37
,43.8801
,43.9291
,43.3506
,42.7973
,42.3659
,42.4038
,42.0253
,42.0838
,42.8801
,42.7598
,42.5952
2021-12-04,41.9881
2021-09-04,43.8531
2021-08-04,44.0046
2021-07-04,43.9786
2021-06-04,43.5747
2021-05-04,43.5112
2021-01-04,44.237
,43.5807
,43.7782
,42.9967
,42.3903
,43.0084
,43.9431
,43.7908
,43.7629
,43.282
,43.876
,44.6818
,44.7914
2021-12-03,44.9961
2021-10-03,45.4237
2021-09-03,45.1929
2021-08-03,45.2591
2021-05-03,44.8532
2021-04-03,45.564
2021-03-03,46.0063
2021-02-03,45.1308
2021-01-03,44.6362
,44.1192
,45.4713
,44.9125
,44.0671
,43.7422
,44.6158
,45.2545
,45.1552
,45.0736
,45.1394
2021-12-02,44.6208
2021-11-02,44.7129
2021-10-02,44.5049
2021-09-02,44.5908
2021-08-02,44.6087
2021-05-02,44.0117
2021-04-02,43.7496
2021-03-02,43.3242
2021-02-02,42.8596
2021-01-02,41.8157
,39.9285
,40.3096
,40.5252
,41.3069
,41.7735
,42.3683
,42.6989
,42.3529
,41.7673
,42.3289
,42.7469
,42.6892
2021-12-01,42.3527
2021-11-01,41.9657
2021-08-01,41.6488
2021-07-01,41.2561
2021-06-01,41.0522
2021-05-01,41.091
2021-04-01,40.9828
2021-01-01,40.4005
,40.1811
,40.141
,40.0964
,39.9554
,39.6489
,39.1941
,38.529
,38.0794
,39.6981
,39.6127
,39.5649
,39.2438
,39.3381
2020-11-12,39.0473
2020-10-12,38.8646
2020-09-12,39.0437
2020-08-12,38.7901
2020-07-12,38.7575
2020-04-12,38.245
2020-03-12,37.821
2020-02-12,37.5432
2020-01-12,37.3095
,36.7874
,36.8286
,36.3933
,36.9157
,36.5889
,36.5221
,36.3504
,36.8277
,36.5781
,35.9169
2020-12-11,35.7895
2020-11-11,35.9428
2020-10-11,35.5366
2020-09-11,34.9766
2020-06-11,34.3419
2020-05-11,34.062
2020-04-11,33.3429
2020-03-11,33.1525
2020-02-11,32.7807
,32.4778
,32.5079
,32.7227
,33.1139
,32.9727
,33.5848
,33.3529
,33.2768
,33.0023
,32.9438
,32.5203
,32.1632
,32.938
,32.9097
2020-12-10,32.9711
2020-09-10,33.0317
2020-08-10,32.7154
2020-07-10,32.5833
2020-06-10,32.6001
2020-05-10,32.3962
2020-01-10,32.1394
,31.7045
,31.8695
,32.1213
,31.5077
,30.6627
,31.6872
,31.9912
,32.2026
,33.1958
,33.2161
,33.4909
,33.4069
,33.136
2020-11-09,32.9639
2020-10-09,32.9323
2020-09-09,32.5343
2020-08-09,32.8204
2020-07-09,33.2136
2020-04-09,33.208
2020-03-09,33.9705
2020-02-09,34.0984
2020-01-09,33.8474
,33.6171
,34.6885
,34.3118
,34.2236
,34.0593
,33.9332
,33.7538
,33.4968
,33.4298
,33.2615
,32.8813
,32.7296
,33.1484
2020-12-08,32.8053
2020-11-08,32.6573
2020-10-08,32.4045
2020-07-08,31.9881
2020-06-08,31.8681
2020-05-08,31.6211
2020-04-08,31.5038
2020-03-08,31.1644
,31.3942
,31.3484
,31.7587
,31.8804
,31.6541
,31.9681
,32.2036
,31.9028
,31.9174
,31.5268
,31.2684
,30.7245
,30.3927
,30.5009
,31.0347
2020-10-07,30.9371
2020-09-07,31.1314
2020-08-07,30.9103
2020-07-07,31.0631
2020-06-07,31.0298
2020-03-07,30.6066
2020-02-07,30.4217
2020-01-07,30.1676
,29.7608
,29.8369
,30.3769
,30.1346
,30.127
,30.7012
,30.2699
,29.8342
,29.3334
,28.7239
,28.7353
,28.7242
2020-12-06,29.2344
2020-11-06,29.0615
2020-10-06,29.7963
2020-09-06,29.7598
2020-08-06,30.1996
2020-05-06,29.8914
2020-04-06,29.0746
2020-03-06,29.0246
2020-02-06,28.8451
2020-01-06,28.6179
,27.8111
,27.3793
,26.8846
,26.2028
,26.2503
,26.5825
,26.2835
,25.7962
,25.6605
,26.757
,26.8248
,27.3614
2020-12-05,26.7675
2020-11-05,26.7118
2020-08-05,26.7445
2020-07-05,26.8711
2020-06-05,27.1651
2020-05-05,27.154
2020-04-05,27.499
,29.0772
,28.1232
,27.5841
,27.4545
,27.2358
,27.7376
,27.6074
,27.3648
,28.2958
,28.2597
,27.5178
,27.1964
,27.1091
2020-09-04,27.2096
2020-08-04,26.2099
2020-07-04,26.1117
2020-03-04,24.394
2020-01-04,24.836
,25.7754
,24.722
,25.6579
,25.7611
,24.8444
,23.8439
,23.4673
,26.9588
,25.8841
,26.7113
,27.9135
,28.5456
,30.5589
2020-12-03,29.1242
2020-11-03,32.0067
2020-09-03,32.3964
2020-06-03,33.8975
2020-05-03,34.7965
2020-04-03,34.7438
2020-03-03,35.0947
2020-02-03,34.5233
,34.9635
,36.2362
,36.4536
,36.8522
,37.031
,37.8452
,37.7032
,37.3789
,37.4953
,37.8171
,38.0694
2020-12-02,38.1116
2020-11-02,38.1614
2020-10-02,37.8178
2020-07-02,38.2086
2020-06-02,38.2093
2020-05-02,37.8623
2020-04-02,37.2406
2020-03-02,36.3634
,37.6321
,37.8884
,38.1615
,37.9095
,38.1205
,38.5493
,38.3177
,37.9228
,38.0925
,38.2913
,38.5397
,38.5237
,38.5216
,38.5546
,38.427
2020-10-01,38.2168
2020-09-01,38.064
2020-08-01,37.3886
2020-07-01,37.5129
2020-06-01,37.4068
2020-03-01,38.2715
2020-02-01,38.4483
2020-01-01,37.9668
,37.9594
,38.1381
,38.0682
,37.5389
,37.7657
,37.8912
,37.9728
,37.848
,37.7713
,37.8179
,37.3559
,37.5064
2019-12-12,36.954
2019-11-12,36.5698
2019-10-12,36.4552
2019-09-12,36.7694
2019-06-12,36.7408
2019-05-12,37.2128
2019-04-12,37.4698
2019-03-12,37.2069
2019-02-12,37.5274
,37.6232
,37.8833
,37.7095
,37.5389
,37.7165
,37.2019
,37.3604
,37.5524
,37.4003
,37.1266
,36.9168
,36.6681
,36.6968
2019-11-11,37.0639
2019-08-11,36.8802
2019-07-11,37.3476
2019-06-11,37.396
2019-05-11,37.2677
2019-04-11,37.4373
2019-01-11,37.3083
,37.2339
,36.9824
,36.6798
,35.8285
